id,BLOOM_pred_english,BLOOM_DYNABENCH_pred_english,LLAMA_pred_english,LLAMA_DYNABENCH_pred_english,ROBERTA_pred_english,BLOOMZ_FINETUNED_pred_english
1098,0.0,0.0,0.0,0.0,0,0
1098,0.0,0.0,0.0,0.0,0,0
1105,0.0,0.0,0.0,0.0,1,0
1106,0.0,0.0,0.0,0.0,0,0
1108,0.0,0.0,0.0,0.0,0,0
1114,0.0,0.0,0.0,0.0,0,0
1124,0.0,0.0,0.0,0.0,0,0
1129,0.0,0.0,0.0,0.0,1,1
1129,0.0,0.0,0.0,0.0,1,0
1138,0.0,0.0,0.0,0.0,0,0
1138,0.0,0.0,0.0,0.0,0,1
1140,0.0,0.0,0.0,0.0,0,1
1141,0.0,0.0,0.0,0.0,0,1
1147,0.0,0.0,0.0,0.0,0,0
1147,0.0,0.0,0.0,0.0,0,1
1152,0.0,0.0,0.0,0.0,0,0
1156,0.0,0.0,0.0,0.0,0,0
1161,0.0,0.0,0.0,0.0,0,0
1171,0.0,0.0,0.0,0.0,0,0
1172,0.0,0.0,0.0,0.0,0,0
1176,0.0,0.0,0.0,0.0,0,1
1176,0.0,0.0,0.0,0.0,0,1
1184,0.0,0.0,0.0,0.0,0,0
1185,0.0,0.0,0.0,0.0,0,0
1193,0.0,0.0,0.0,0.0,0,0
1212,0.0,0.0,0.0,0.0,0,0
1230,0.0,0.0,0.0,0.0,0,1
1243,0.0,0.0,0.0,0.0,0,0
1249,0.0,0.0,0.0,0.0,0,0
1249,0.0,0.0,0.0,0.0,0,1
1267,0.0,0.0,0.0,0.0,0,1
1267,0.0,0.0,0.0,0.0,0,0
1273,0.0,0.0,0.0,0.0,0,0
1273,0.0,0.0,0.0,0.0,0,1
1274,0.0,0.0,0.0,0.0,0,1
1279,0.0,0.0,0.0,0.0,0,0
1279,0.0,0.0,0.0,0.0,0,0
1283,0.0,0.0,0.0,0.0,0,0
1283,0.0,0.0,0.0,0.0,0,1
1284,0.0,0.0,0.0,0.0,0,0
1285,0.0,0.0,0.0,0.0,0,0
1285,0.0,0.0,0.0,0.0,0,0
1286,0.0,0.0,0.0,0.0,0,1
1290,0.0,0.0,0.0,0.0,0,0
1293,0.0,0.0,0.0,0.0,0,0
1293,0.0,0.0,0.0,0.0,0,0
1306,0.0,0.0,0.0,0.0,0,1
1310,0.0,0.0,0.0,0.0,0,1
1310,0.0,0.0,0.0,0.0,0,0
1319,0.0,0.0,0.0,0.0,0,1
1325,0.0,0.0,0.0,0.0,0,0
1335,0.0,0.0,0.0,0.0,0,1
1341,0.0,0.0,0.0,0.0,0,0
1356,0.0,0.0,0.0,0.0,0,0
1360,0.0,0.0,0.0,0.0,0,1
1367,0.0,0.0,0.0,0.0,0,0
1377,0.0,0.0,0.0,0.0,0,1
1381,0.0,0.0,0.0,0.0,0,0
1381,0.0,0.0,0.0,0.0,0,1
1381,0.0,0.0,0.0,0.0,0,0
1384,0.0,0.0,0.0,0.0,0,0
1384,0.0,0.0,0.0,0.0,0,0
1398,0.0,0.0,0.0,0.0,0,0
1398,0.0,0.0,0.0,0.0,0,1
1401,0.0,0.0,0.0,0.0,0,0
1401,0.0,0.0,0.0,0.0,0,0
1411,0.0,0.0,0.0,0.0,0,1
1419,0.0,0.0,0.0,0.0,0,0
1419,0.0,0.0,0.0,0.0,0,1
1421,0.0,0.0,0.0,0.0,0,0
1421,0.0,0.0,0.0,0.0,0,0
1421,0.0,0.0,0.0,0.0,0,0
1426,0.0,0.0,0.0,0.0,0,0
1426,0.0,0.0,0.0,0.0,0,1
1442,0.0,0.0,0.0,0.0,0,0
1442,0.0,0.0,0.0,0.0,0,0
1442,0.0,0.0,0.0,0.0,0,0
